dataset,n_subjects,n_records,n_tasks,modality of exp,type of exp,Type Subject,duration_hours_total,size,size_bytes,source,dataset_title,record_modality,nchans_set,sampling_freqs,license,doi
ds003518,0,0,0,,Unknown,Unknown,0,Unknown,42423396129.0,openneuro,EEG: Simon Conflict w/ Reinforcement + Cabergoline Challenge,eeg,"[{""val"": 64, ""count"": 137}]","[{""val"": 500.0, ""count"": 137}]",CC0,10.18112/openneuro.ds003518.v1.1.0
ds003519,0,0,0,,Unknown,Unknown,0,Unknown,9623063888.0,openneuro,EEG: Visual Working Memory + Cabergoline Challenge,eeg,"[{""val"": 64, ""count"": 54}]","[{""val"": 500.0, ""count"": 54}]",CC0,10.18112/openneuro.ds003519.v1.1.0
ds003522,0,0,0,,Unknown,Unknown,0,Unknown,27224783220.0,openneuro,EEG: Three-Stim Auditory Oddball and Rest in Acute and Chronic TBI,eeg,"[{""val"": 65, ""count"": 192}, {""val"": 64, ""count"": 8}]","[{""val"": 500.0, ""count"": 200}]",CC0,10.18112/openneuro.ds003522.v1.1.0
ds003523,0,0,0,,Unknown,Unknown,0,Unknown,40304005269.0,openneuro,EEG: Visual Working Memory in Acute TBI,eeg,"[{""val"": 65, ""count"": 216}, {""val"": 64, ""count"": 5}]","[{""val"": 500.0, ""count"": 221}]",CC0,10.18112/openneuro.ds003523.v1.1.0
ds003555,0,0,0,,Unknown,Unknown,0,Unknown,30365705737.0,openneuro,Dataset of EEG recordings of pediatric patients with epilepsy based on the 10-20 system ,['eeg'],"[{""val"": 23, ""count"": 27}, {""val"": 24, ""count"": 3}]","[{""val"": 1024.0, ""count"": 30}]",CC0,10.18112/openneuro.ds003555.v1.0.1
ds003568,0,0,0,,Unknown,Unknown,0,Unknown,132520000612.0,openneuro,Mood induction in MDD and healthy adolescents,meg,"[{""val"": null, ""count"": 405}, {""val"": 340, ""count"": 48}, {""val"": 339, ""count"": 29}, {""val"": 335, ""count"": 11}, {""val"": 336, ""count"": 6}, {""val"": 342, ""count"": 5}, {""val"": 343, ""count"": 5}, {""val"": 338, ""count"": 3}, {""val"": 309, ""count"": 3}, {""val"": 312, ""count"": 3}, {""val"": 305, ""count"": 2}, {""val"": 348, ""count"": 1}, {""val"": 313, ""count"": 1}, {""val"": 310, ""count"": 1}]","[{""val"": null, ""count"": 405}, {""val"": 1200.0, ""count"": 118}]",CC0,doi:10.18112/openneuro.ds003568.v1.0.4
ds003570,0,0,0,,Unknown,Unknown,0,Unknown,51133422324.0,openneuro,EEG: Improvisation and Musical Structures,eeg,"[{""val"": 64, ""count"": 40}]","[{""val"": 2048.0, ""count"": 40}]",CC0,10.18112/openneuro.ds003570.v1.0.0
ds003574,0,0,0,,Unknown,Unknown,0,Unknown,19277929546.0,openneuro,Reward biases spontaneous neural reactivation during sleep,eeg,"[{""val"": 69, ""count"": 18}]","[{""val"": 500.0, ""count"": 18}]",CC0,10.18112/openneuro.ds003574.v1.0.2
ds003602,0,0,0,,Unknown,Unknown,0,Unknown,78612177875.0,openneuro,Childhood Sexual Abuse and problem drinking in women: Neurobehavioral mechanisms,['eeg'],"[{""val"": 35, ""count"": 699}]","[{""val"": 1000.0, ""count"": 699}]",CC0,10.18112/openneuro.ds003602.v1.0.0
ds003620,0,0,0,,Unknown,Unknown,0,Unknown,95944015001.0,openneuro,Runabout: A mobile EEG study of auditory oddball processing in laboratory and real-world conditions,['eeg'],"[{""val"": 35, ""count"": 100}]","[{""val"": 500.0, ""count"": 100}]",CC0,doi:10.18112/openneuro.ds003620.v1.1.1
ds003626,0,0,0,,Unknown,Unknown,0,Unknown,19624686464.0,openneuro,Inner Speech,eeg,"[{""val"": null, ""count"": 30}]","[{""val"": null, ""count"": 30}]",CC0,doi:10.18112/openneuro.ds003626.v2.1.2
ds003633,0,0,0,,Unknown,Unknown,0,Unknown,165985410845.0,openneuro, ForrestGump-MEG,['meg'],"[{""val"": 409, ""count"": 89}, {""val"": 378, ""count"": 7}]","[{""val"": 600.0, ""count"": 89}, {""val"": 1200.0, ""count"": 7}]",CC0,doi:10.18112/openneuro.ds003633.v1.0.3
ds003638,0,0,0,,Unknown,Unknown,0,Unknown,16397669261.0,openneuro,"EEG: Electrophysiological biomarkers of behavioral dimensions 
from cross-species paradigms",eeg,"[{""val"": 72, ""count"": 57}]","[{""val"": 512.0, ""count"": 57}]",CC0,10.18112/openneuro.ds003638.v1.0.0
ds003645,0,0,0,,Unknown,Unknown,0,Unknown,114157254734.0,openneuro,Face processing MEEG dataset with HED annotation,eeg,"[{""val"": 404, ""count"": 120}, {""val"": 394, ""count"": 96}, {""val"": null, ""count"": 8}]","[{""val"": 1100.0, ""count"": 216}, {""val"": null, ""count"": 8}]",CC0,doi:10.18112/openneuro.ds003645.v2.0.2
ds003655,0,0,0,,Unknown,Unknown,0,Unknown,21756907235.0,openneuro,VerbalWorkingMemory,eeg,"[{""val"": 21, ""count"": 156}]","[{""val"": 500.0, ""count"": 156}]",CC0,doi:10.18112/openneuro.ds003655.v1.0.2
ds003670,0,0,0,,Unknown,Unknown,0,Unknown,77549594582.0,openneuro,"Dataset of Concurrent EEG, ECG, and Behavior with Multiple Doses of transcranial Electrical Stimulation - BIDS",eeg,"[{""val"": 35, ""count"": 62}]","[{""val"": 2000.0, ""count"": 62}]",CC0,10.18112/openneuro.ds003670.v1.1.0
ds003682,0,0,0,,Unknown,Unknown,0,Unknown,227225155192.0,openneuro,Model-based aversive learning in humans is supported by preferential task state reactivation,meg,"[{""val"": 414, ""count"": 336}]","[{""val"": 1200.0, ""count"": 336}]",CC0,10.18112/openneuro.ds003682.v1.0.0
ds003688,0,0,0,,Unknown,Unknown,0,Unknown,16423947972.0,openneuro,Open multimodal iEEG-fMRI dataset from naturalistic stimulation with a short audiovisual film,['ieeg'],"[{""val"": 74, ""count"": 6}, {""val"": 109, ""count"": 5}, {""val"": 62, ""count"": 5}, {""val"": 72, ""count"": 4}, {""val"": 125, ""count"": 4}, {""val"": 107, ""count"": 4}, {""val"": 85, ""count"": 4}, {""val"": 88, ""count"": 4}, {""val"": 115, ""count"": 3}, {""val"": 67, ""count"": 3}, {""val"": 95, ""count"": 3}, {""val"": 71, ""count"": 3}, {""val"": 81, ""count"": 3}, {""val"": 111, ""count"": 3}, {""val"": 84, ""count"": 3}, {""val"": 76, ""count"": 3}, {""val"": 118, ""count"": 3}, {""val"": 80, ""count"": 2}, {""val"": 126, ""count"": 2}, {""val"": 102, ""count"": 2}, {""val"": 87, ""count"": 2}, {""val"": 112, ""count"": 2}, {""val"": 100, ""count"": 2}, {""val"": 86, ""count"": 2}, {""val"": 122, ""count"": 2}, {""val"": 116, ""count"": 2}, {""val"": 121, ""count"": 2}, {""val"": 75, ""count"": 2}, {""val"": 177, ""count"": 2}, {""val"": 64, ""count"": 2}, {""val"": 54, ""count"": 2}, {""val"": 110, ""count"": 2}, {""val"": 60, ""count"": 2}, {""val"": 89, ""count"": 2}, {""val"": 113, ""count"": 2}, {""val"": 128, ""count"": 2}, {""val"": 97, ""count"": 1}, {""val"": 65, ""count"": 1}, {""val"": 69, ""count"": 1}, {""val"": 94, ""count"": 1}, {""val"": 91, ""count"": 1}, {""val"": 92, ""count"": 1}]","[{""val"": 512.0, ""count"": 71}, {""val"": 2048.0, ""count"": 32}, {""val"": 2000.0, ""count"": 4}]",CC0,doi:10.18112/openneuro.ds003688.v1.0.7
ds003690,0,0,0,,Unknown,Unknown,0,Unknown,23043388712.0,openneuro,"EEG, ECG and pupil data from young and older adults: rest and auditory cued reaction time tasks",eeg,"[{""val"": 66, ""count"": 365}, {""val"": 64, ""count"": 10}]","[{""val"": 500.0, ""count"": 375}]",CC0,10.18112/openneuro.ds003690.v1.0.0
ds003694,0,0,0,,Unknown,Unknown,0,Unknown,234582543164.0,openneuro,MEGMEM,['meg'],"[{""val"": 327, ""count"": 109}, {""val"": 319, ""count"": 19}, {""val"": 336, ""count"": 4}]","[{""val"": 1000.0, ""count"": 132}]",CC0,10.18112/openneuro.ds003694.v1.0.0
ds003702,0,0,0,,Unknown,Unknown,0,Unknown,18784103504.0,openneuro,Social Memory cuing,eeg,"[{""val"": 59, ""count"": 47}]","[{""val"": 500.0, ""count"": 47}]",CC0,doi:10.18112/openneuro.ds003702.v1.0.2
ds003703,0,0,0,,Unknown,Unknown,0,Unknown,99158117602.0,openneuro,Frequency Tagging of Syntactic Structure or Lexical Properties,meg,"[{""val"": 314, ""count"": 102}]","[{""val"": 1000.0, ""count"": 102}]",CC0,10.18112/openneuro.ds003703.v1.0.0
ds003708,0,0,0,,Unknown,Unknown,0,Unknown,650274380.0,openneuro,Basis profile curve identification to understand electrical stimulation effects in human brain networks,['ieeg'],"[{""val"": null, ""count"": 273}, {""val"": 89, ""count"": 1}]","[{""val"": null, ""count"": 273}, {""val"": 2048.0, ""count"": 1}]",CC0,10.18112/openneuro.ds003708.v1.0.0
ds003710,0,0,0,,Unknown,Unknown,0,Unknown,10934705875.0,openneuro,APPLESEED Example Dataset,eeg,"[{""val"": 32, ""count"": 48}]","[{""val"": 5000.0, ""count"": 48}]",CC0,doi:10.18112/openneuro.ds003710.v1.0.2
ds003739,0,0,0,,Unknown,Unknown,0,Unknown,11742611120.0,openneuro,Perturbed beam-walking task,eeg,"[{""val"": 149, ""count"": 120}]","[{""val"": 256.0, ""count"": 120}]",CC0,doi:10.18112/openneuro.ds003739.v1.0.3
ds003751,0,0,0,,Unknown,Unknown,0,Unknown,4790546966.0,openneuro,Dataset on Emotion with Naturalistic Stimuli (DENS),['eeg'],"[{""val"": 131, ""count"": 38}]","[{""val"": 250.0, ""count"": 38}]",CC0,10.18112/openneuro.ds003751.v1.0.2
ds003753,0,0,0,,Unknown,Unknown,0,Unknown,4965119239.0,openneuro,EEG: Probabilistic Learning with Affective Feedback: Exp #2,eeg,"[{""val"": 66, ""count"": 25}]","[{""val"": 500.0, ""count"": 25}]",CC0,10.18112/openneuro.ds003753.v1.1.0
ds003766,0,0,0,,Unknown,Unknown,0,Unknown,76565985366.0,openneuro,A resource for assessing dynamic binary choices in the adult brain using EEG and mouse-tracking,['eeg'],"[{""val"": 129, ""count"": 124}]","[{""val"": 1000.0, ""count"": 124}]",CC0,doi:10.18112/openneuro.ds003766.v2.0.3
ds003768,0,0,0,,Unknown,Unknown,0,Unknown,92938507671.0,openneuro,Simultaneous EEG and fMRI signals during sleep from humans,eeg,"[{""val"": 32, ""count"": 255}]","[{""val"": 5000.0, ""count"": 255}]",CC0,doi:10.18112/openneuro.ds003768.v1.0.13
ds003774,0,0,0,,Unknown,Unknown,0,Unknown,10863711359.0,openneuro,Music Listening- Genre EEG dataset (MUSIN-G),eeg,"[{""val"": 129, ""count"": 240}]","[{""val"": 1000.0, ""count"": 132}, {""val"": 250.0, ""count"": 108}]",CC0,doi:10.18112/openneuro.ds003774.v1.0.2
ds003775,0,0,0,,Unknown,Unknown,0,Unknown,4815795862.0,openneuro,SRM Resting-state EEG,['eeg'],"[{""val"": 64, ""count"": 153}]","[{""val"": 1024.0, ""count"": 153}]",CC0,doi:10.18112/openneuro.ds003775.v1.2.1
ds003800,0,0,0,,Unknown,Unknown,0,Unknown,198443567.0,openneuro,Auditory Gamma Entrainment,eeg,"[{""val"": 19, ""count"": 24}]","[{""val"": 250.0, ""count"": 24}]",CC0,10.18112/openneuro.ds003800.v1.0.0
ds003801,0,0,0,,Unknown,Unknown,0,Unknown,1233075132.0,openneuro,Neural Tracking to go,eeg,"[{""val"": 24, ""count"": 20}]","[{""val"": 250.0, ""count"": 20}]",CC0,doi:10.18112/openneuro.ds003801.v1.0.0
ds003805,0,0,0,,Unknown,Unknown,0,Unknown,9223975.0,openneuro,Multisensory Gamma Entrainment,eeg,"[{""val"": 19, ""count"": 1}]","[{""val"": 500.0, ""count"": 1}]",CC0,10.18112/openneuro.ds003805.v1.0.0
ds003810,0,0,0,,Unknown,Unknown,0,Unknown,72366316.0,openneuro,Motor Imagery vs Rest - Low-Cost EEG System,['eeg'],"[{""val"": 15, ""count"": 50}]","[{""val"": 125.0, ""count"": 50}]",CC0,doi:10.18112/openneuro.ds003810.v2.0.2
ds003816,0,0,0,,Unknown,Unknown,0,Unknown,57954833842.0,openneuro,The Effect of Buddhism Derived Loving Kindness Meditation on Modulating EEG: Long-term and Short-term Effect,['eeg'],"[{""val"": 128, ""count"": 1077}]","[{""val"": 1000.0, ""count"": 1077}]",CC0,10.18112/openneuro.ds003816.v1.0.1
ds003822,0,0,0,,Unknown,Unknown,0,Unknown,6248471793.0,openneuro,EEG: Probabilistic Learning with Affective Feedback: Exp #1,eeg,"[{""val"": 66, ""count"": 25}]","[{""val"": 500.0, ""count"": 25}]",CC0,10.18112/openneuro.ds003822.v1.1.0
ds003825,0,0,0,,Unknown,Unknown,0,Unknown,44258973478.0,openneuro,"Human electroencephalography recordings from 50 subjects for 22,248 images from 1,854 object concepts",eeg,"[{""val"": 63, ""count"": 48}, {""val"": 128, ""count"": 2}]","[{""val"": 1000.0, ""count"": 50}]",CC0,doi:10.18112/openneuro.ds003825.v1.2.0
ds003838,0,0,0,,Unknown,Unknown,0,Unknown,107600042705.0,openneuro,"EEG, pupillometry, ECG and photoplethysmography, and behavioral data in the digit span task and rest",eeg,"[{""val"": 63, ""count"": 130}]","[{""val"": 1000.0, ""count"": 130}]",CC0,doi:10.18112/openneuro.ds003838.v1.0.6
ds003844,0,0,0,,Unknown,Unknown,0,Unknown,2795794610.0,openneuro,Dataset Clinical Epilepsy iEEG to BIDS -RESPect_intraoperative_iEEG,ieeg,"[{""val"": 33, ""count"": 24}, {""val"": 64, ""count"": 9}, {""val"": 32, ""count"": 5}]","[{""val"": 2048.0, ""count"": 33}, {""val"": 256.0, ""count"": 5}]",CC0,10.18112/openneuro.ds003844.v1.0.3
ds003846,0,0,0,,Unknown,Unknown,0,Unknown,10480325277.0,openneuro,Prediction Error,eeg,"[{""val"": 64, ""count"": 50}]","[{""val"": 500.0, ""count"": 50}]",CC0,doi:10.18112/openneuro.ds003846.v2.0.2
ds003848,0,0,0,,Unknown,Unknown,0,Unknown,69773848040.0,openneuro,Dataset Clinical Epilepsy iEEG to BIDS - RESPect_longterm_iEEG,ieeg,"[{""val"": 133, ""count"": 18}, {""val"": 68, ""count"": 4}]","[{""val"": 2048.0, ""count"": 21}, {""val"": 512.0, ""count"": 1}]",CC0,10.18112/openneuro.ds003848.v1.0.3
ds003876,0,0,0,,Unknown,Unknown,0,Unknown,5368598177.0,openneuro,Epilepsy-iEEG-Interictal-Multicenter-Dataset,ieeg,"[{""val"": 128, ""count"": 10}, {""val"": 129, ""count"": 8}, {""val"": 98, ""count"": 4}, {""val"": 86, ""count"": 4}, {""val"": 135, ""count"": 4}, {""val"": 111, ""count"": 2}, {""val"": 101, ""count"": 2}, {""val"": 47, ""count"": 2}, {""val"": 110, ""count"": 2}, {""val"": 170, ""count"": 1}, {""val"": 118, ""count"": 1}, {""val"": 114, ""count"": 1}, {""val"": 182, ""count"": 1}, {""val"": 95, ""count"": 1}, {""val"": 146, ""count"": 1}, {""val"": 121, ""count"": 1}, {""val"": 107, ""count"": 1}, {""val"": 168, ""count"": 1}, {""val"": 125, ""count"": 1}, {""val"": 46, ""count"": 1}, {""val"": 186, ""count"": 1}, {""val"": 190, ""count"": 1}, {""val"": 147, ""count"": 1}, {""val"": 193, ""count"": 1}, {""val"": 134, ""count"": 1}]","[{""val"": 1000.0, ""count"": 25}, {""val"": 2000.0, ""count"": 7}, {""val"": 999.4121105232217, ""count"": 6}, {""val"": 1024.0, ""count"": 5}, {""val"": 999.9999999999999, ""count"": 4}, {""val"": 1024.5997950800408, ""count"": 2}, {""val"": 499.7071044492829, ""count"": 2}, {""val"": 500.0, ""count"": 2}, {""val"": 512.0, ""count"": 1}]",CC0,doi:10.18112/openneuro.ds003876.v1.0.2
ds003885,0,0,0,,Unknown,Unknown,0,Unknown,49551741596.0,openneuro,Capacity for movement is an organisational principle in object representations: EEG data from Experiment 1,eeg,"[{""val"": 128, ""count"": 24}]","[{""val"": 1000.0, ""count"": 24}]",CC0,doi:10.18112/openneuro.ds003885.v1.0.8
ds003887,0,0,0,,Unknown,Unknown,0,Unknown,49100681711.0,openneuro,Capacity for movement is an organisational principle in object representations: EEG data from Experiment 2,eeg,"[{""val"": 128, ""count"": 24}]","[{""val"": 1000.0, ""count"": 24}]",CC0,doi:10.18112/openneuro.ds003887.v1.2.3
ds003922,0,0,0,,Unknown,Unknown,0,Unknown,81285134094.0,openneuro,Multisensory Correlation Detector,meg,"[{""val"": 342, ""count"": 128}, {""val"": 323, ""count"": 23}, {""val"": null, ""count"": 13}]","[{""val"": 1000.0, ""count"": 151}, {""val"": null, ""count"": 13}]",CC0,doi:10.18112/openneuro.ds003922.v1.0.1
ds003944,0,0,0,,Unknown,Unknown,0,Unknown,6606397463.0,openneuro,EEG: First Episode Psychosis vs. Control Resting Task 1,eeg,"[{""val"": 64, ""count"": 82}]","[{""val"": 1000.0, ""count"": 81}, {""val"": 3000.00030000003, ""count"": 1}]",CC0,doi:10.18112/openneuro.ds003944.v1.0.1
ds003947,0,0,0,,Unknown,Unknown,0,Unknown,13466591790.0,openneuro,EEG: First Episode Psychosis vs. Control Resting Task 2,eeg,"[{""val"": 64, ""count"": 61}]","[{""val"": 3000.00030000003, ""count"": 54}, {""val"": 1000.0, ""count"": 7}]",CC0,doi:10.18112/openneuro.ds003947.v1.0.1
ds003969,0,0,0,,Unknown,Unknown,0,Unknown,58478045346.0,openneuro,Meditation vs thinking task,eeg,"[{""val"": 79, ""count"": 294}, {""val"": 72, ""count"": 98}]","[{""val"": 1024.0, ""count"": 386}, {""val"": 2048.0, ""count"": 6}]",CC0,doi:10.18112/openneuro.ds003969.v1.0.0
ds003987,0,0,0,,Unknown,Unknown,0,Unknown,27451677701.0,openneuro,EEG: Amphetamine trials 5CCPT and Probabilistic Learning,eeg,"[{""val"": 71, ""count"": 69}]","[{""val"": 500.0930232558139, ""count"": 69}]",CC0,doi:10.18112/openneuro.ds003987.v1.0.0
ds004000,0,0,0,,Unknown,Unknown,0,Unknown,24161100490.0,openneuro,Fribourg Ultimatum Game in Schizophrenia Study,eeg,"[{""val"": 128, ""count"": 86}]","[{""val"": 2048.0, ""count"": 86}]",CC0,doi:10.18112/openneuro.ds004000.v1.0.0
ds004010,0,0,0,,Unknown,Unknown,0,Unknown,24844863656.0,openneuro,MAVIS,eeg,"[{""val"": 64, ""count"": 24}]","[{""val"": 1000.0, ""count"": 24}]",CC0,doi:10.18112/openneuro.ds004010.v1.0.0
ds004011,0,0,0,,Unknown,Unknown,0,Unknown,212729784057.0,openneuro, The nature of neural object representations during dynamic occlusion,['meg'],"[{""val"": 309, ""count"": 132}]","[{""val"": 1200.0, ""count"": 132}]",CC0,doi:10.18112/openneuro.ds004011.v1.0.3
ds004012,0,0,0,,Unknown,Unknown,0,Unknown,84108650297.0,openneuro,BRAR_NQ,['meg'],"[{""val"": 383, ""count"": 294}]","[{""val"": 1000.0, ""count"": 294}]",CC0,doi:10.18112/openneuro.ds004012.v1.0.0
ds004015,0,0,0,,Unknown,Unknown,0,Unknown,6475869232.0,openneuro,Attended speaker paradigm (cEEGrid data),eeg,"[{""val"": 18, ""count"": 36}]","[{""val"": 500.0, ""count"": 36}]",CC0,doi:10.18112/openneuro.ds004015.v1.0.2
ds004017,0,0,0,,Unknown,Unknown,0,Unknown,22471485461.0,openneuro,Embodied Learning for Literacy EEG,['eeg'],"[{""val"": 65, ""count"": 63}]","[{""val"": 2048.0, ""count"": 63}]",CC0,doi:10.18112/openneuro.ds004017.v1.0.3
ds004018,0,0,0,,Unknown,Unknown,0,Unknown,11334174445.0,openneuro,EEG recordings for 200 object images presented in RSVP sequences at 5Hz or 20Hz,eeg,"[{""val"": 63, ""count"": 32}]","[{""val"": 1000.0, ""count"": 32}]",CC0,doi:10.18112/openneuro.ds004018.v2.0.0
ds004019,0,0,0,,Unknown,Unknown,0,Unknown,18550696170.0,openneuro,Effect of obesity on arithmetic processing in preteens with high and low math skills. An event-related potentials study,eeg,"[{""val"": 128, ""count"": 62}]","[{""val"": 500.0, ""count"": 62}]",CC0,doi:10.18112/openneuro.ds004019.v1.0.0
ds004022,0,0,0,,Unknown,Unknown,0,Unknown,646522651.0,openneuro,Multimodal EEG and fNIRS Biosignal Acquisition during Motor Imagery Tasks in Patients with Orthopedic Impairment,eeg,"[{""val"": 18, ""count"": 19}, {""val"": 16, ""count"": 2}]","[{""val"": 500.0, ""count"": 21}]",CC0,doi:10.18112/openneuro.ds004022.v1.0.0
ds004024,0,0,0,,Unknown,Unknown,0,Unknown,1096522005938.0,openneuro,"TMS-EEG-MRI-fMRI-DWI data on paired associative stimulation and connectivity (Shirley Ryan AbilityLab, Chicago, IL)",eeg,"[{""val"": 69, ""count"": 497}]","[{""val"": 20000.0, ""count"": 497}]",CC0,doi:10.18112/openneuro.ds004024.v1.0.1
ds004033,0,0,0,,Unknown,Unknown,0,Unknown,21270391132.0,openneuro,Electrode walking study,eeg,"[{""val"": 67, ""count"": 36}]","[{""val"": 500.0, ""count"": 36}]",CC0,doi:10.18112/openneuro.ds004033.v1.0.0
ds004040,0,0,0,,Unknown,Unknown,0,Unknown,12440254661.0,openneuro,Trance channeling EEG study,eeg,"[{""val"": 64, ""count"": 26}]","[{""val"": 512.0, ""count"": 26}]",CC0,doi:10.18112/openneuro.ds004040.v1.0.0
ds004043,0,0,0,,Unknown,Unknown,0,Unknown,16582819425.0,openneuro,The time-course of feature-based attention effects dissociated from temporal expectation and target-related processes,eeg,"[{""val"": 63, ""count"": 20}]","[{""val"": 1000.0, ""count"": 20}]",CC0,doi:10.18112/openneuro.ds004043.v1.1.0
ds004067,0,0,0,,Unknown,Unknown,0,Unknown,108218050324.0,openneuro,Moral conviction and metacognitive ability shape multiple stages of information processing,eeg,"[{""val"": 63, ""count"": 84}]","[{""val"": 2000.0, ""count"": 84}]",CC0,doi:10.18112/openneuro.ds004067.v1.0.1
ds004075,0,0,0,,Unknown,Unknown,0,Unknown,7936059852.0,openneuro,what_are_we_talking_about,eeg,"[{""val"": 64, ""count"": 115}, {""val"": null, ""count"": 1}]","[{""val"": 1000.0, ""count"": 116}]",CC0,doi:10.18112/openneuro.ds004075.v1.0.0
ds004078,0,0,0,,Unknown,Unknown,0,Unknown,677637752173.0,openneuro,A synchronized multimodal neuroimaging dataset to study brain language processing,meg,"[{""val"": 328, ""count"": 720}]","[{""val"": 1000.0, ""count"": 720}]",CC0,doi:10.18112/openneuro.ds004078.v1.2.1
ds004080,0,0,0,,Unknown,Unknown,0,Unknown,288953106451.0,openneuro,CCEP ECoG dataset across age 4-51,ieeg,"[{""val"": 133, ""count"": 70}, {""val"": 68, ""count"": 18}, {""val"": 130, ""count"": 13}, {""val"": 98, ""count"": 4}, {""val"": 131, ""count"": 4}, {""val"": 96, ""count"": 4}, {""val"": 64, ""count"": 2}, {""val"": 94, ""count"": 1}, {""val"": 93, ""count"": 1}]","[{""val"": 2048.0, ""count"": 112}, {""val"": 512.0, ""count"": 5}]",CC0,doi:10.18112/openneuro.ds004080.v1.2.4
ds004100,0,0,0,,Unknown,Unknown,0,Unknown,14196260504.0,openneuro,HUP iEEG Epilepsy Dataset,ieeg,"[{""val"": 122, ""count"": 21}, {""val"": 128, ""count"": 18}, {""val"": 118, ""count"": 17}, {""val"": 172, ""count"": 15}, {""val"": 126, ""count"": 14}, {""val"": 104, ""count"": 13}, {""val"": 180, ""count"": 12}, {""val"": 127, ""count"": 12}, {""val"": 82, ""count"": 12}, {""val"": 96, ""count"": 12}, {""val"": 80, ""count"": 7}, {""val"": 190, ""count"": 7}, {""val"": 108, ""count"": 7}, {""val"": 92, ""count"": 7}, {""val"": 109, ""count"": 7}, {""val"": 136, ""count"": 7}, {""val"": 74, ""count"": 7}, {""val"": 121, ""count"": 7}, {""val"": 102, ""count"": 7}, {""val"": 117, ""count"": 7}, {""val"": 120, ""count"": 7}, {""val"": 174, ""count"": 7}, {""val"": 149, ""count"": 7}, {""val"": 163, ""count"": 6}, {""val"": 98, ""count"": 6}, {""val"": 186, ""count"": 5}, {""val"": 63, ""count"": 5}, {""val"": 162, ""count"": 5}, {""val"": 164, ""count"": 5}, {""val"": 100, ""count"": 5}, {""val"": 71, ""count"": 5}, {""val"": 52, ""count"": 5}, {""val"": 116, ""count"": 5}, {""val"": 88, ""count"": 5}, {""val"": 59, ""count"": 5}, {""val"": 90, ""count"": 4}, {""val"": 105, ""count"": 4}, {""val"": 61, ""count"": 4}, {""val"": 85, ""count"": 3}, {""val"": 94, ""count"": 2}, {""val"": 192, ""count"": 2}, {""val"": 232, ""count"": 1}]","[{""val"": 512.0, ""count"": 165}, {""val"": 1024.0, ""count"": 78}, {""val"": 500.0, ""count"": 69}, {""val"": 256.0, ""count"": 7}]",CC0,doi:10.18112/openneuro.ds004100.v1.1.3
